,Filename,Noun Freq,Verb Freq,Adj Freq,Adv Freq,Unique PER,Unique LOC,Unique ORG
0,0219.c1.txt,1379.31,974.8,563.66,484.08,"{'Longhrey', 'Terry Eagleton', 'Hindley', 'Cookson', 'Brontë', 'Edgar Linton', 'Eagleton', 'Catherine', 'Cathy', 'Terry', 'Edgar Linton Catherine', 'Edgar', ""Emily Brontë's"", 'L. Cookson', 'Isabella', 'Nelly', 'Earnshaw', 'Harlow', 'Heathcliff', 'Emily Brontë', 'Bryan Longhrey', 'L.', 'Lockwood', 'Hareton', ""B. Longhrey's"", 'Emily'}",set(),"{'ch.4', ""T. Eagleton's"", 'ch.7', 'Nelly', 'Heatcliff', 'St Ives plc'}"
